,type,entry_time,exit_time,entry_price_bnf,exit_price_bnf,entry_price_nft,exit_price_nft,pnl
50,long_bnf-long_nifty,2018-02-28 09:15:00,2018-03-08 15:15:00,10500.9,10236.35,25066.15,24479.3,-27898.75000000002
51,short_bnf-short_nifty,2018-03-09 09:15:00,2018-03-09 11:15:00,10277.55,10286.1,24440.5,24480.05,1416.2500000000364
52,long_bnf-long_nifty,2018-03-09 13:15:00,2018-03-13 11:15:00,10225.9,10464.4,24288.35,24977.35,29150.0
53,short_bnf-short_nifty,2018-03-13 13:15:00,2018-03-13 15:15:00,10409.75,10425.2,24664.05,24732.75,2490.0000000000546
54,long_bnf-long_nifty,2018-03-14 09:15:00,2018-03-14 13:15:00,10376.75,10409.25,24543.75,24844.05,9132.499999999982
55,short_bnf-short_nifty,2018-03-14 15:15:00,2018-03-20 15:15:00,10415.65,10138.2,24863.0,24227.3,-29764.999999999964
56,long_bnf-long_nifty,2018-03-21 09:15:00,2018-03-26 13:15:00,10224.8,10135.3,24438.3,24261.45,-8896.249999999964
57,short_bnf-short_nifty,2018-03-26 15:15:00,2018-04-02 11:15:00,10140.8,10175.1,24270.6,24254.6,1315.0000000000546
58,long_bnf-long_nifty,2018-04-02 13:15:00,2018-04-03 11:15:00,10211.9,10204.1,24340.45,24390.35,857.4999999999818
59,short_bnf-short_nifty,2018-04-03 15:15:00,2018-04-04 09:15:00,10244.4,10266.85,24500.7,24599.65,3596.2500000000546
60,short_bnf-short_nifty,2018-04-04 11:15:00,2018-04-04 13:15:00,10211.6,10135.2,24426.25,24148.7,-10758.749999999964
61,long_bnf-long_nifty,2018-04-04 15:15:00,2018-04-05 15:15:00,10119.9,10327.65,24106.05,24790.25,27492.50000000002
62,short_bnf-short_nifty,2018-04-06 09:15:00,2018-04-12 11:15:00,10299.5,10444.45,24670.25,25158.8,19461.25000000002
63,long_bnf-long_nifty,2018-04-12 13:15:00,2018-04-27 09:15:00,10459.65,10693.15,25195.8,25335.8,15175.0
64,short_bnf-short_nifty,2018-04-27 11:15:00,2018-05-16 15:15:00,10696.85,10742.75,25335.4,26201.55,23948.749999999927
65,long_bnf-long_nifty,2018-05-17 09:15:00,2018-05-21 15:15:00,10711.35,10520.35,26133.85,25760.3,-18888.74999999998
66,short_bnf-short_nifty,2018-05-22 09:15:00,2018-05-29 15:15:00,10509.7,10630.95,25735.1,26237.65,18626.250000000073
67,long_bnf-long_nifty,2018-05-30 09:15:00,2018-05-30 13:15:00,10565.0,10611.85,26113.0,26332.85,7838.749999999982
68,short_bnf-short_nifty,2018-05-30 15:15:00,2018-06-04 11:15:00,10616.7,10657.45,26336.75,26391.5,3406.25
69,long_bnf-long_nifty,2018-06-04 13:15:00,2018-06-14 11:15:00,10635.6,10788.65,26283.8,26570.6,14822.499999999945
70,short_bnf-short_nifty,2018-06-14 13:15:00,2018-06-15 09:15:00,10805.65,10828.85,26572.9,26560.2,842.5000000000182
71,long_bnf-long_nifty,2018-06-15 11:15:00,2018-06-19 11:15:00,10767.85,10718.1,26379.65,26316.7,-4061.250000000018
72,short_bnf-short_nifty,2018-06-19 13:15:00,2018-06-27 11:15:00,10713.1,10696.4,26268.75,26375.5,1833.7499999999636
73,long_bnf-long_nifty,2018-06-27 13:15:00,2018-06-27 15:15:00,10664.15,10667.45,26409.4,26429.3,662.5
74,short_bnf-short_nifty,2018-06-28 09:15:00,2018-06-29 13:15:00,10655.3,10718.35,26425.4,26381.6,2057.499999999982
75,long_bnf-long_nifty,2018-06-29 15:15:00,2018-07-05 11:15:00,10711.4,10777.8,26360.9,26577.65,8738.749999999982
76,short_bnf-short_nifty,2018-07-05 13:15:00,2018-07-10 15:15:00,10756.05,10947.1,26518.8,26892.3,18890.000000000055
77,long_bnf-long_nifty,2018-07-11 09:15:00,2018-07-17 15:15:00,10935.4,11015.15,26822.2,27015.15,8811.250000000018
78,short_bnf-short_nifty,2018-07-18 09:15:00,2018-07-19 15:15:00,11050.95,10967.2,27128.25,26796.95,-12469.999999999982
79,long_bnf-long_nifty,2018-07-20 09:15:00,2018-07-26 11:15:00,11001.15,11173.75,26813.3,27335.65,21688.750000000073
80,short_bnf-short_nifty,2018-07-26 13:15:00,2018-07-31 15:15:00,11168.15,11357.25,27401.15,27773.15,18755.00000000002
81,long_bnf-long_nifty,2018-08-01 11:15:00,2018-08-06 11:15:00,11347.05,11397.95,27627.65,27940.35,10362.5
82,short_bnf-short_nifty,2018-08-06 13:15:00,2018-08-13 11:15:00,11388.5,11391.65,27906.15,27826.35,-1837.500000000091
83,long_bnf-long_nifty,2018-08-13 13:15:00,2018-08-20 09:15:00,11357.3,11539.6,27815.6,28277.0,20650.00000000009
84,long_bnf-long_nifty,2018-08-20 13:15:00,2018-09-11 11:15:00,11549.65,11416.55,28266.9,27235.55,-32438.750000000073
85,short_bnf-short_nifty,2018-09-11 13:15:00,2018-09-11 15:15:00,11285.2,11282.0,26818.55,26787.4,-938.7499999999818
86,long_bnf-long_nifty,2018-09-12 09:15:00,2018-09-28 11:15:00,11311.0,10987.25,26715.1,25192.0,-54264.99999999996
87,short_bnf-short_nifty,2018-09-28 13:15:00,2018-10-01 11:15:00,10954.65,10866.1,25209.35,24912.15,-11857.49999999989
88,short_bnf-short_nifty,2018-10-01 13:15:00,2018-10-17 09:15:00,11005.55,10607.75,25357.0,25631.7,-13022.499999999945
89,long_bnf-long_nifty,2018-10-17 11:15:00,2018-10-19 11:15:00,10566.5,10316.4,25501.05,25069.9,-23283.749999999964
90,short_bnf-short_nifty,2018-10-19 13:15:00,2018-10-26 11:15:00,10302.05,10079.4,25058.15,24674.3,-20728.750000000036
91,long_bnf-long_nifty,2018-10-26 13:15:00,2018-11-01 13:15:00,10043.1,10381.55,24456.5,25313.3,38342.49999999993
