,type,entry_time,exit_time,entry_price_bnf,exit_price_bnf,entry_price_nft,exit_price_nft,pnl
92,short_bnf-short_nifty,2018-11-01 15:15:00,2018-11-06 15:15:00,10381.15,10520.4,25336.8,25601.8,13587.5
93,long_bnf-long_nifty,2018-11-09 09:15:00,2018-11-09 15:15:00,10618.6,10581.55,25795.15,25766.5,-2568.750000000091
94,long_bnf-long_nifty,2018-11-12 09:15:00,2018-11-12 15:15:00,10593.4,10479.55,25738.55,25532.6,-10841.250000000036
95,long_bnf-long_nifty,2018-11-13 11:15:00,2018-11-14 09:15:00,10516.2,10596.4,25583.6,25925.15,12548.750000000018
96,short_bnf-short_nifty,2018-11-14 11:15:00,2018-11-19 15:15:00,10600.25,10770.35,25975.0,26338.25,17586.25000000002
97,long_bnf-long_nifty,2018-11-20 09:15:00,2018-11-21 11:15:00,10710.6,10582.5,26163.55,26228.2,-4788.749999999982
98,short_bnf-short_nifty,2018-11-21 13:15:00,2018-11-28 11:15:00,10600.7,10751.05,26267.95,26562.5,14881.249999999909
99,long_bnf-long_nifty,2018-11-28 13:15:00,2018-11-29 15:15:00,10730.25,10875.85,26462.9,26943.7,19300.0
100,short_bnf-short_nifty,2018-11-30 09:15:00,2018-11-30 11:15:00,10904.6,10854.55,26882.5,26823.65,-3973.750000000018
101,long_bnf-long_nifty,2018-11-30 13:15:00,2018-12-06 15:15:00,10869.75,10593.95,26848.4,26203.3,-29917.50000000002
102,short_bnf-short_nifty,2018-12-07 09:15:00,2018-12-13 09:15:00,10634.9,10785.1,26422.7,26896.35,19351.24999999998
103,short_bnf-short_nifty,2018-12-13 11:15:00,2018-12-13 15:15:00,10802.75,10788.5,26906.7,26820.95,-2856.25
104,long_bnf-long_nifty,2018-12-14 11:15:00,2018-12-17 11:15:00,10800.0,10864.35,26804.5,26968.1,7307.499999999982
105,long_bnf-long_nifty,2018-12-17 13:15:00,2018-12-18 15:15:00,10887.35,10914.3,27019.0,27191.85,5668.749999999909
106,short_bnf-short_nifty,2018-12-19 09:15:00,2018-12-27 15:15:00,10935.35,10773.7,27245.65,26897.1,-16796.250000000055
107,long_bnf-long_nifty,2018-12-28 09:15:00,2019-01-01 11:15:00,10879.0,10828.5,27157.8,27093.15,-4141.249999999945
108,short_bnf-short_nifty,2019-01-01 15:15:00,2019-01-11 11:15:00,10913.95,10770.45,27411.15,27446.15,-6300.0
109,short_bnf-short_nifty,2019-01-11 13:15:00,2019-01-14 09:15:00,10805.95,10720.85,27492.25,27243.95,-10462.5
110,long_bnf-long_nifty,2019-01-14 11:15:00,2019-01-14 13:15:00,10705.25,10739.65,27247.15,27258.7,2008.7499999999636
111,long_bnf-long_nifty,2019-01-14 15:15:00,2019-01-22 13:15:00,10742.05,10925.3,27252.2,27485.5,14994.999999999982
112,long_bnf-long_nifty,2019-01-22 15:15:00,2019-01-28 09:15:00,10918.6,10696.95,27470.55,26812.65,-27529.999999999927
113,long_bnf-long_nifty,2019-01-28 11:15:00,2019-01-30 11:15:00,10680.05,10665.25,26711.05,26819.1,1961.2500000000182
114,short_bnf-short_nifty,2019-01-30 13:15:00,2019-02-01 13:15:00,10653.9,10890.7,26818.2,27054.4,17745.000000000073
115,long_bnf-long_nifty,2019-02-01 15:15:00,2019-02-08 13:15:00,10892.75,10935.7,27060.2,27275.45,7528.750000000036
116,short_bnf-short_nifty,2019-02-08 15:15:00,2019-02-15 15:15:00,10932.6,10728.8,27261.5,26792.9,-21905.00000000002
117,long_bnf-long_nifty,2019-02-18 09:15:00,2019-02-18 11:15:00,10645.5,10665.55,26723.25,26753.3,1753.7499999999454
118,short_bnf-short_nifty,2019-02-18 13:15:00,2019-02-21 13:15:00,10647.0,10785.1,26671.45,27047.0,16293.75
119,long_bnf-long_nifty,2019-02-21 15:15:00,2019-03-01 11:15:00,10791.95,10836.1,27060.75,26987.75,382.4999999999818
120,short_bnf-short_nifty,2019-03-01 13:15:00,2019-03-05 09:15:00,10863.15,10889.7,27053.4,27129.85,3238.749999999982
121,short_bnf-short_nifty,2019-03-05 11:15:00,2019-03-11 15:15:00,10912.45,11175.85,27287.7,27973.05,30303.749999999945
122,long_bnf-long_nifty,2019-03-12 09:15:00,2019-03-12 11:15:00,11297.95,11287.8,28328.6,28364.25,383.7499999999636
123,short_bnf-short_nifty,2019-03-12 13:15:00,2019-03-25 09:15:00,11301.45,11342.8,28450.65,29252.2,22106.24999999991
124,long_bnf-long_nifty,2019-03-25 11:15:00,2019-03-26 11:15:00,11337.9,11377.95,29268.6,29421.5,5825.000000000091
125,short_bnf-short_nifty,2019-03-26 13:15:00,2019-04-01 13:15:00,11486.35,11671.3,29905.9,30329.1,19827.499999999873
126,long_bnf-long_nifty,2019-04-01 15:15:00,2019-04-10 09:15:00,11654.15,11650.45,30250.85,30003.75,-6362.499999999909
127,long_bnf-long_nifty,2019-04-10 11:15:00,2019-04-15 11:15:00,11665.4,11688.95,30065.75,30127.1,2711.250000000018
128,short_bnf-short_nifty,2019-04-15 13:15:00,2019-04-18 15:15:00,11690.05,11747.7,30102.0,30191.5,5120.000000000073
129,long_bnf-long_nifty,2019-04-22 09:15:00,2019-04-26 15:15:00,11665.5,11748.7,29977.55,29980.8,4241.250000000036
130,long_bnf-long_nifty,2019-04-30 11:15:00,2019-05-03 11:15:00,11706.15,11749.3,29706.65,30043.85,10587.499999999909
131,short_bnf-short_nifty,2019-05-03 13:15:00,2019-05-08 09:15:00,11706.85,11416.3,29939.6,29126.45,-34856.25
132,short_bnf-short_nifty,2019-05-08 11:15:00,2019-05-15 15:15:00,11402.4,11140.2,29083.1,28566.85,-26016.249999999945
133,long_bnf-long_nifty,2019-05-16 09:15:00,2019-05-17 13:15:00,11150.95,11397.75,28558.45,29429.05,34104.99999999993
134,short_bnf-short_nifty,2019-05-17 15:15:00,2019-05-31 11:15:00,11418.05,11931.05,29521.15,31400.85,72642.49999999993
135,long_bnf-long_nifty,2019-05-31 13:15:00,2019-06-18 13:15:00,11921.35,11695.95,31372.1,30359.05,-36596.24999999996
136,long_bnf-long_nifty,2019-06-18 15:15:00,2019-06-19 11:15:00,11698.3,11709.2,30359.45,30514.3,4416.250000000036
137,short_bnf-short_nifty,2019-06-19 13:15:00,2019-06-19 15:15:00,11698.95,11707.7,30362.65,30432.75,2189.9999999999636
138,short_bnf-short_nifty,2019-06-20 09:15:00,2019-07-02 13:15:00,11738.85,11912.6,30515.6,31287.65,27988.750000000073
139,long_bnf-long_nifty,2019-07-02 15:15:00,2019-07-04 11:15:00,11910.25,11940.35,31268.75,31541.25,8317.500000000018
